ds,y
2019-12-31,750
2020-01-01,1625
2020-01-02,1252
2020-01-03,1198
2020-01-04,2445
2020-01-05,3107
2020-01-06,852
2020-01-07,667
2020-01-08,1008
2020-01-09,1668
2020-01-10,1172
2020-01-11,2347
2020-01-12,2566
2020-01-13,1118
2020-01-14,1281
2020-01-15,1243
2020-01-16,1148
2020-01-17,1060
2020-01-18,2811
2020-01-19,1925
2020-01-20,1147
2020-01-21,1149
2020-01-22,1166
2020-01-23,1195
2020-01-24,2427
2020-01-25,4186
2020-01-26,4983
2020-01-27,2622
2020-01-28,1311
2020-01-29,1143
2020-01-30,2399
2020-01-31,1014
2020-02-01,1339
2020-02-02,1230
2020-02-03,609
2020-02-04,568
2020-02-05,389
2020-02-06,431
2020-02-07,503
2020-02-08,1401
2020-02-09,1572
2020-02-10,848
2020-02-11,1075
2020-02-12,366
2020-02-13,809
2020-02-14,1137
2020-02-15,3314
2020-02-16,753
2020-02-17,466
2020-02-18,718
2020-02-19,910
2020-02-20,970
2020-02-21,653
2020-02-22,879
2020-02-23,1802
2020-02-24,607
2020-02-25,165
2020-02-26,1363
2020-02-27,775
2020-02-28,1298
2020-02-29,1472
2020-03-01,1125
2020-03-02,629
2020-03-03,632
2020-03-04,435
2020-03-05,648
2020-03-06,856
2020-03-07,2201
2020-03-08,4647
2020-03-09,983
2020-03-10,197
2020-03-11,1180
2020-03-12,1275
2020-03-13,970
2020-03-14,3632
2020-03-15,2746
2020-03-16,932
2020-03-17,659
2020-03-18,1871
2020-03-19,241
2020-03-20,1632
2020-03-21,5970
2020-03-22,7807
2020-03-23,1877
2020-03-24,2051
2020-03-25,2061
2020-03-26,1281
2020-03-27,1525
2020-03-28,6250
2020-03-29,8885
2020-03-30,2322
2020-03-31,2857
2020-04-01,2428
2020-04-02,3184
2020-04-03,3326
2020-04-04,7922
2020-04-05,7802
2020-04-06,2670
2020-04-07,2542
2020-04-08,2743
2020-04-09,2306
2020-04-10,2676
2020-04-11,6590
2020-04-12,5826
2020-04-13,2513
2020-04-14,3577
2020-04-15,7501
2020-04-16,2757
2020-04-17,331
2020-04-18,10434
2020-04-19,3001
2020-04-20,828
2020-04-21,1148
2020-04-22,608
2020-04-23,3120
2020-04-24,1681
2020-04-25,7966
2020-04-26,12127
2020-04-27,2377
2020-04-28,3089
2020-04-29,4365
2020-04-30,16707
